facility_name,name_url,county,epa_class_simple,srn,violation_count,most_recent_vn
WHITEFEATHER LANDFILL,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5985' target='_blank'>WHITEFEATHER LANDFILL</a>,Bay,Major ,N5985,1.0,2023-04-11
AVANCEZ HIGHLAND PARK,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1217' target='_blank'>AVANCEZ HIGHLAND PARK</a>,Oakland,Unknown,P1217,1.0,2023-04-12
DECC CO INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N3751' target='_blank'>DECC CO INC</a>,Kent,Synthetic Minor ,N3751,1.0,2023-04-17
CHAMPAGNE & MARX EXCAVATING  INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5531' target='_blank'>CHAMPAGNE & MARX EXCAVATING  INC</a>,Saginaw,True Minor ,N5531,1.0,2023-04-19
DEPOR INDUSTRIES,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7599' target='_blank'>DEPOR INDUSTRIES</a>,Oakland,Synthetic Minor ,N7599,1.0,2023-04-25
DEXTER FASTENER TECHNOLOGIES INC.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7596' target='_blank'>DEXTER FASTENER TECHNOLOGIES INC.</a>,Washtenaw,True Minor ,N7596,1.0,2023-04-26
"BEACON RECYCLING, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1231' target='_blank'>BEACON RECYCLING, INC.</a>",Muskegon,Unknown,P1231,1.0,2023-05-01
"MICHIGAN CUSTOM PACKAGING, LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=A2448' target='_blank'>MICHIGAN CUSTOM PACKAGING, LLC</a>",Kent,Synthetic Minor ,A2448,1.0,2023-05-01
TECH LINE PRODUCTS,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5541' target='_blank'>TECH LINE PRODUCTS</a>,Muskegon,Synthetic Minor ,N5541,1.0,2023-05-01
"DUNN PAPER, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=A6218' target='_blank'>DUNN PAPER, INC.</a>",Saint Clair,Synthetic Minor ,A6218,1.0,2023-05-03
MACKENZIE RECYCLING CORP,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0105' target='_blank'>MACKENZIE RECYCLING CORP</a>,Ingham,True Minor ,P0105,1.0,2023-05-04
DE SAEGHER ENERGY LLC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1256' target='_blank'>DE SAEGHER ENERGY LLC</a>,Gratiot,Unknown,P1256,1.0,2023-05-04
"GREAT LAKES FUSION, LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0526' target='_blank'>GREAT LAKES FUSION, LLC</a>",Shiawassee,True Minor ,P0526,1.0,2023-05-09
GRUPO ANTOLIN HOWELL,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N2198' target='_blank'>GRUPO ANTOLIN HOWELL</a>,Livingston,Synthetic Minor ,N2198,1.0,2023-05-09
EMERALD GRAPHICS INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N3044' target='_blank'>EMERALD GRAPHICS INC</a>,Kent,Synthetic Minor ,N3044,1.0,2023-05-12
ANDRONACO INDUSTRIES,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0361' target='_blank'>ANDRONACO INDUSTRIES</a>,Kent,True Minor ,P0361,1.0,2023-05-15
ANDRONACO INDUSTRIES,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5535' target='_blank'>ANDRONACO INDUSTRIES</a>,Kent,Synthetic Minor ,N5535,1.0,2023-05-15
"ALCO PRODUCTS, LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N8308' target='_blank'>ALCO PRODUCTS, LLC</a>",Wayne,True Minor ,N8308,1.0,2023-05-18
ACE-SAGINAW PAVING COMPANY - PLANT 9,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N1580' target='_blank'>ACE-SAGINAW PAVING COMPANY - PLANT 9</a>,Saginaw,Synthetic Minor ,N1580,1.0,2023-06-14
AGGREGATE RESOURCES,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B6114' target='_blank'>AGGREGATE RESOURCES</a>,Kalamazoo,True Minor ,B6114,1.0,2023-06-22
LAKELAND MEDICAL CENTER (FORMER MEMORIAL HOSPITAL),<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=C5704' target='_blank'>LAKELAND MEDICAL CENTER (FORMER MEMORIAL HOSPITAL)</a>,Berrien,Synthetic Minor ,C5704,1.0,2023-06-29
PADNOS MANUFACTURING,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B1982' target='_blank'>PADNOS MANUFACTURING</a>,Ottawa,Synthetic Minor ,B1982,1.0,2023-06-30
ALLOY RESOURCE CORPORATION,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7888' target='_blank'>ALLOY RESOURCE CORPORATION</a>,Muskegon,Synthetic Minor ,N7888,1.0,2022-05-04
DYKEMA EXCAVATORS INC.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6762' target='_blank'>DYKEMA EXCAVATORS INC.</a>,Kent,True Minor ,N6762,1.0,2022-05-04
SHAPE CORP,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N1185' target='_blank'>SHAPE CORP</a>,Ottawa,True Minor ,N1185,1.0,2020-03-20
LAYLINE OIL & GAS LLC - GOOSE LAKE FACILITY,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7482' target='_blank'>LAYLINE OIL & GAS LLC - GOOSE LAKE FACILITY</a>,Osceola,Synthetic Minor ,N7482,1.0,2021-03-09
DELTA OIL COMPANY - BRILEY 31,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6065' target='_blank'>DELTA OIL COMPANY - BRILEY 31</a>,Montmorency,Synthetic Minor ,N6065,1.0,2020-12-02
DELTA OIL COMPANY - BOUGHNER,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6067' target='_blank'>DELTA OIL COMPANY - BOUGHNER</a>,Otsego,Synthetic Minor ,N6067,1.0,2020-12-02
DELTA OIL COMPANY - BRILEY19/VIENNA 13,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6068' target='_blank'>DELTA OIL COMPANY - BRILEY19/VIENNA 13</a>,Montmorency,Synthetic Minor ,N6068,1.0,2020-12-02
LINCOLN MEMORIAL PK CEMETERY,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7496' target='_blank'>LINCOLN MEMORIAL PK CEMETERY</a>,Macomb,True Minor ,N7496,1.0,2020-12-10
HARLO CORPORATION,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B8887' target='_blank'>HARLO CORPORATION</a>,Kent,Synthetic Minor ,B8887,1.0,2020-12-16
TILDEN MINING COMPANY  LC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B4885' target='_blank'>TILDEN MINING COMPANY  LC</a>,Marquette,Major ,B4885,1.0,2020-12-17
HOLLAND BOARD OF PUBLIC WORKS-HOLLAND ENERGY PARK,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0465' target='_blank'>HOLLAND BOARD OF PUBLIC WORKS-HOLLAND ENERGY PARK</a>,Ottawa,Major ,P0465,1.0,2020-12-29
FISHER CONSTRUCTION AGGREGATES,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0156' target='_blank'>FISHER CONSTRUCTION AGGREGATES</a>,Isabella,True Minor ,P0156,1.0,2021-01-26
"MATTHEWS MILL, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5346' target='_blank'>MATTHEWS MILL, INC.</a>",Iosco,True Minor ,N5346,1.0,2021-02-03
"TOEFCO ENGINEERED COATING SYSTEMS, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0708' target='_blank'>TOEFCO ENGINEERED COATING SYSTEMS, INC.</a>",Berrien,Major ,P0708,1.0,2021-02-16
METROPOLITAN ALLOYS CORP,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B3259' target='_blank'>METROPOLITAN ALLOYS CORP</a>,Wayne,True Minor ,B3259,1.0,2021-02-19
"CADILLAC ASPHALT, LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5778' target='_blank'>CADILLAC ASPHALT, LLC</a>",Monroe,Synthetic Minor ,N5778,1.0,2021-02-23
ELLSWORTH CUTTING TOOLS,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1172' target='_blank'>ELLSWORTH CUTTING TOOLS</a>,Macomb,True Minor ,P1172,1.0,2021-03-03
"REPUBLIC INDUSTRIAL AND ENERGY SOLUTIONS, LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=M4796' target='_blank'>REPUBLIC INDUSTRIAL AND ENERGY SOLUTIONS, LLC</a>",Wayne,True Minor ,M4796,1.0,2021-03-03
TUSCOLA ENERGY - WALAT 4-26 AND 5-26,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0388' target='_blank'>TUSCOLA ENERGY - WALAT 4-26 AND 5-26</a>,Tuscola,True Minor ,P0388,1.0,2021-03-16
WHITEHALL PRODUCTS LTD,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B5169' target='_blank'>WHITEHALL PRODUCTS LTD</a>,Muskegon,Synthetic Minor ,B5169,1.0,2022-05-04
SEBEWAING LIGHT AND WATER DEPT.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N2726' target='_blank'>SEBEWAING LIGHT AND WATER DEPT.</a>,Huron,Synthetic Minor ,N2726,1.0,2021-03-23
OMIMEX ENERGY - WHITE RIVER PRODUCTION LLC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1173' target='_blank'>OMIMEX ENERGY - WHITE RIVER PRODUCTION LLC</a>,Muskegon,Unknown,P1173,1.0,2021-03-29
OMIMEX ENERGY- CLAYBANKS 2 FACILITY,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N2096' target='_blank'>OMIMEX ENERGY- CLAYBANKS 2 FACILITY</a>,Oceana,Synthetic Minor ,N2096,1.0,2021-03-29
GREAT LAKES RUBBER CO INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B8919' target='_blank'>GREAT LAKES RUBBER CO INC</a>,Oakland,Synthetic Minor ,B8919,1.0,2021-04-16
QUAKER HOUGHTON,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=A7513' target='_blank'>QUAKER HOUGHTON</a>,Wayne,True Minor ,A7513,1.0,2021-04-29
FORD MOTOR CO/ WAYNE COMPLEX,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=A8650' target='_blank'>FORD MOTOR CO/ WAYNE COMPLEX</a>,Wayne,Major ,A8650,1.0,2021-05-06
"TOP GRADE AGGREGATES, LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=E2842' target='_blank'>TOP GRADE AGGREGATES, LLC</a>",Kalamazoo,True Minor ,E2842,1.0,2021-05-06
"ELITE CUSTOM CRUSHING, LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1011' target='_blank'>ELITE CUSTOM CRUSHING, LLC</a>",Midland,True Minor ,P1011,1.0,2021-05-10
ASSOCIATED CONSTRUCTORS LLC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7162' target='_blank'>ASSOCIATED CONSTRUCTORS LLC</a>,Marquette,True Minor ,N7162,1.0,2021-05-10
ASSOCIATED CONSTRUCTORS LLC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6667' target='_blank'>ASSOCIATED CONSTRUCTORS LLC</a>,Marquette,True Minor ,N6667,1.0,2021-05-10
ARAUCO NORTH AMERICA,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0699' target='_blank'>ARAUCO NORTH AMERICA</a>,Crawford,Major ,P0699,1.0,2021-05-11
MARSH PLATING CORPORATION,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B2576' target='_blank'>MARSH PLATING CORPORATION</a>,Washtenaw,True Minor ,B2576,1.0,2021-05-11
INTERNATIONAL AUTOMOTIVE COMPONENTS,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B6625' target='_blank'>INTERNATIONAL AUTOMOTIVE COMPONENTS</a>,Saint Clair,Synthetic Minor ,B6625,1.0,2021-05-12
"RIETH RILEY CONSTRUCTION CO., INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B1646' target='_blank'>RIETH RILEY CONSTRUCTION CO., INC.</a>",Eaton,Synthetic Minor ,B1646,1.0,2021-06-14
DELTA OIL COMPANY - AVERY 24/31,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6070' target='_blank'>DELTA OIL COMPANY - AVERY 24/31</a>,Montmorency,Synthetic Minor ,N6070,1.0,2020-12-02
"NORBROOK PLATING, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B6660' target='_blank'>NORBROOK PLATING, INC.</a>",Macomb,True Minor ,B6660,1.0,2020-11-30
CARBON GREEN BIOENERGY,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7412' target='_blank'>CARBON GREEN BIOENERGY</a>,Barry,Synthetic Minor ,N7412,1.0,2020-11-19
MICHIGAN PAVING & MATERIALS CO.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N0758' target='_blank'>MICHIGAN PAVING & MATERIALS CO.</a>,Kent,Synthetic Minor ,N0758,1.0,2020-11-19
"CONFORMANCE COATING AND PROTOTYPE, INC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N0871' target='_blank'>CONFORMANCE COATING AND PROTOTYPE, INC</a>",Saint Clair,Synthetic Minor ,N0871,1.0,2020-04-03
MOTOR PRODUCTS - A DIVISION OF ALLIED MOTION TECH.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=H2781' target='_blank'>MOTOR PRODUCTS - A DIVISION OF ALLIED MOTION TECH.</a>,Shiawassee,Synthetic Minor ,H2781,1.0,2020-04-09
DEVEREAUX SAWMILL,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N2157' target='_blank'>DEVEREAUX SAWMILL</a>,Ionia,True Minor ,N2157,1.0,2020-04-10
FIBER BY PRODUCTS CORP,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7708' target='_blank'>FIBER BY PRODUCTS CORP</a>,Saint Joseph,True Minor ,N7708,1.0,2020-04-20
PAYNE & DOLAN INC  C34,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6569' target='_blank'>PAYNE & DOLAN INC  C34</a>,Chippewa,Synthetic Minor ,N6569,1.0,2020-04-24
BODYCOTE THERMAL PROCESSING,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0101' target='_blank'>BODYCOTE THERMAL PROCESSING</a>,Ingham,True Minor ,P0101,1.0,2020-05-06
"BMC GLOBAL, LLC DBA BLISSFIELD MANUFACTURING","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=A2889' target='_blank'>BMC GLOBAL, LLC DBA BLISSFIELD MANUFACTURING</a>",Lenawee,Synthetic Minor ,A2889,1.0,2020-05-14
"CHEMICO SYSTEMS, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5722' target='_blank'>CHEMICO SYSTEMS, INC.</a>",Macomb,True Minor ,N5722,1.0,2020-06-15
ADVANCE PACKAGING CORPORATION,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7771' target='_blank'>ADVANCE PACKAGING CORPORATION</a>,Kent,True Minor ,N7771,1.0,2020-07-31
COSMA CASTING MICHIGAN,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N8223' target='_blank'>COSMA CASTING MICHIGAN</a>,Calhoun,Synthetic Minor ,N8223,1.0,2020-08-14
"LENOX CREMATION SERVICES OF MICHIGAN, INC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0746' target='_blank'>LENOX CREMATION SERVICES OF MICHIGAN, INC</a>",Saint Clair,True Minor ,P0746,1.0,2020-08-18
IRON CITY ENTERPRISES INC.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N3931' target='_blank'>IRON CITY ENTERPRISES INC.</a>,Menominee,True Minor ,N3931,1.0,2020-08-21
"A & K FINISHING, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5155' target='_blank'>A & K FINISHING, INC.</a>",Kent,Synthetic Minor ,N5155,1.0,2020-08-25
PET & ANIMAL CREMATION EXCHANGE,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0993' target='_blank'>PET & ANIMAL CREMATION EXCHANGE</a>,Macomb,True Minor ,P0993,1.0,2020-08-25
ASCENSION ST. JOHN HOSPITAL,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=M1812' target='_blank'>ASCENSION ST. JOHN HOSPITAL</a>,Wayne,Synthetic Minor ,M1812,1.0,2020-08-31
CLARIOS APS PRODUCTION,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0194' target='_blank'>CLARIOS APS PRODUCTION</a>,Allegan,Synthetic Minor ,P0194,1.0,2020-09-10
GMI - HMA PLANT 19,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B7068' target='_blank'>GMI - HMA PLANT 19</a>,Lenawee,Synthetic Minor ,B7068,1.0,2020-09-10
"LAKE PAINTING, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N8056' target='_blank'>LAKE PAINTING, INC.</a>",Midland,True Minor ,N8056,1.0,2020-09-15
ZF AXLE DRIVES MARYSVILLE,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7795' target='_blank'>ZF AXLE DRIVES MARYSVILLE</a>,Saint Clair,Synthetic Minor ,N7795,1.0,2020-09-16
US ENERGY DISTRIBUTION LLC - NOVI TERMINAL,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B2881' target='_blank'>US ENERGY DISTRIBUTION LLC - NOVI TERMINAL</a>,Oakland,Synthetic Minor ,B2881,1.0,2020-09-22
K & W LANDFILL INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6039' target='_blank'>K & W LANDFILL INC</a>,Ontonagon,Major ,N6039,1.0,2020-09-22
DAFTER SANITARY LANDFILL INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6033' target='_blank'>DAFTER SANITARY LANDFILL INC</a>,Chippewa,Major ,N6033,1.0,2020-09-22
MICHIGAN ENVIRONS INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6037' target='_blank'>MICHIGAN ENVIRONS INC</a>,Menominee,Major ,N6037,1.0,2020-09-22
MID MICHIGAN CRUSHING & RECYCLING LLC-FENTON,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0294' target='_blank'>MID MICHIGAN CRUSHING & RECYCLING LLC-FENTON</a>,Genesee,True Minor ,P0294,1.0,2020-09-25
OAKLAND CO. SERVICE CENTER,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=G5252' target='_blank'>OAKLAND CO. SERVICE CENTER</a>,Oakland,Synthetic Minor ,G5252,1.0,2020-09-25
WYOMING ASPHALT PAVING INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N3626' target='_blank'>WYOMING ASPHALT PAVING INC</a>,Van Buren,Synthetic Minor ,N3626,1.0,2020-09-28
"CADILLAC ASPHALT, L.L.C., CLARKSTON","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B4287' target='_blank'>CADILLAC ASPHALT, L.L.C., CLARKSTON</a>",Oakland,Synthetic Minor ,B4287,1.0,2020-09-28
AVL POWERTRAIN ENGINEERING,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6989' target='_blank'>AVL POWERTRAIN ENGINEERING</a>,Washtenaw,Major ,N6989,1.0,2020-09-30
MAGNA MIRRORS CORPORATION,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N1781' target='_blank'>MAGNA MIRRORS CORPORATION</a>,Ottawa,Synthetic Minor ,N1781,1.0,2020-10-05
CARMEUSE LIME & STONE DRUMMOND ISLAND,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B2362' target='_blank'>CARMEUSE LIME & STONE DRUMMOND ISLAND</a>,Chippewa,True Minor ,B2362,1.0,2021-06-17
PEERLESS METAL POWDERS & ABRASIVES,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=M3754' target='_blank'>PEERLESS METAL POWDERS & ABRASIVES</a>,Wayne,True Minor ,M3754,1.0,2021-06-24
WIL-KAST INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7534' target='_blank'>WIL-KAST INC</a>,Kent,True Minor ,N7534,1.0,2021-06-28
DICK HUVAERE AUTO BODY REPAIR SHOP,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0680' target='_blank'>DICK HUVAERE AUTO BODY REPAIR SHOP</a>,Macomb,Synthetic Minor ,P0680,1.0,2021-09-27
CORIUM INTERNATIONAL INC.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0308' target='_blank'>CORIUM INTERNATIONAL INC.</a>,Kent,True Minor ,P0308,1.0,2021-10-04
ADM GRAIN COMPANY - WEBBERVILLE,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B8863' target='_blank'>ADM GRAIN COMPANY - WEBBERVILLE</a>,Ingham,True Minor ,B8863,1.0,2021-10-04
"ACRA CAST, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N0940' target='_blank'>ACRA CAST, INC.</a>",Bay,True Minor ,N0940,1.0,2021-10-07
"GREAT LAKES AGGREGATES, TAYLOR PLANT","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B4686' target='_blank'>GREAT LAKES AGGREGATES, TAYLOR PLANT</a>",Wayne,Synthetic Minor ,B4686,1.0,2021-10-07
PLASTIC PLATE INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B6138' target='_blank'>PLASTIC PLATE INC</a>,Kent,Synthetic Minor ,B6138,1.0,2021-10-08
A LINDBERG & SONS INC #48-99,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6717' target='_blank'>A LINDBERG & SONS INC #48-99</a>,Marquette,True Minor ,N6717,1.0,2021-10-08
OAKLAND UNIVERSITY,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N3422' target='_blank'>OAKLAND UNIVERSITY</a>,Oakland,Synthetic Minor ,N3422,1.0,2021-10-12
WEST MICHIGAN STRIPPING,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1229' target='_blank'>WEST MICHIGAN STRIPPING</a>,Kent,Unknown,P1229,1.0,2021-10-21
NEXTEER AUTOMOTIVE CORPORATION,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=A6175' target='_blank'>NEXTEER AUTOMOTIVE CORPORATION</a>,Saginaw,Major ,A6175,1.0,2021-10-26
"HOUND RESOURCES, FREDERIC 15 GAS PLANT","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B7222' target='_blank'>HOUND RESOURCES, FREDERIC 15 GAS PLANT</a>",Crawford,Major ,B7222,1.0,2021-11-08
HEMLOCK SEMICONDUCTOR OPERATIONS LLC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B2644' target='_blank'>HEMLOCK SEMICONDUCTOR OPERATIONS LLC</a>,Saginaw,Major ,B2644,1.0,2021-11-10
CONTOUR COMPANIES,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1237' target='_blank'>CONTOUR COMPANIES</a>,Oakland,True Minor ,P1237,1.0,2021-11-18
SELFRIDGE AIR NATIONAL GUARD BASE,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=F3254' target='_blank'>SELFRIDGE AIR NATIONAL GUARD BASE</a>,Macomb,Synthetic Minor ,F3254,1.0,2021-11-29
BOLLE CONTRACTING,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1219' target='_blank'>BOLLE CONTRACTING</a>,Luce,True Minor ,P1219,1.0,2021-12-14
ANR PIPELINE CO.-MUTTONVILLE COMPRESSOR STATION,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B8337' target='_blank'>ANR PIPELINE CO.-MUTTONVILLE COMPRESSOR STATION</a>,Macomb,Major ,B8337,1.0,2022-01-24
DC BYERS COMPANY,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6637' target='_blank'>DC BYERS COMPANY</a>,Kent,True Minor ,N6637,1.0,2022-01-27
WEEKS FOOD CORP WAREHOUSE,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1255' target='_blank'>WEEKS FOOD CORP WAREHOUSE</a>,Macomb,Unknown,P1255,1.0,2022-02-24
RESSURRECTION CEMETERY-CREMATORY,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7745' target='_blank'>RESSURRECTION CEMETERY-CREMATORY</a>,Macomb,True Minor ,N7745,1.0,2022-02-25
ST JOSEPH MERCY HOSPITAL,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=M3431' target='_blank'>ST JOSEPH MERCY HOSPITAL</a>,Washtenaw,Synthetic Minor ,M3431,1.0,2022-03-08
DT MIDSTREAM - WASHINGTON 10 COMPRESSOR STATION,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N3391' target='_blank'>DT MIDSTREAM - WASHINGTON 10 COMPRESSOR STATION</a>,Macomb,Major ,N3391,1.0,2022-03-15
GM TECHNICAL CENTER,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B4049' target='_blank'>GM TECHNICAL CENTER</a>,Macomb,Major ,B4049,1.0,2022-03-16
DTE GAS CO. - BELLE RIVER MILLS COMPRESSOR STATION,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B6478' target='_blank'>DTE GAS CO. - BELLE RIVER MILLS COMPRESSOR STATION</a>,Saint Clair,Major ,B6478,1.0,2022-03-22
"MARCELLUS METALCASTERS, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0759' target='_blank'>MARCELLUS METALCASTERS, INC.</a>",Cass,Unknown,P0759,1.0,2022-03-23
AJAX METAL PROCESSING INC.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B5830' target='_blank'>AJAX METAL PROCESSING INC.</a>,Wayne,Major ,B5830,1.0,2022-04-12
ALUDYNE,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B2864' target='_blank'>ALUDYNE</a>,Gratiot,True Minor ,B2864,1.0,2022-04-13
SUPERIOR ASPHALT,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1162' target='_blank'>SUPERIOR ASPHALT</a>,Kent,True Minor ,P1162,1.0,2022-04-14
SEBRIGHT PRODUCTS INC.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0401' target='_blank'>SEBRIGHT PRODUCTS INC.</a>,Allegan,Unknown,P0401,1.0,2022-04-15
